1.5,1.51
1.75,1.29
2,1.07
2.25,0.89
2.5,0.73
2.75,0.597
3,0.493
3.25,0.395
3.5,0.317
3.75,0.249
4,0.194
4.25,0.148
4.5,0.107
4.75,0.078
5,0.0568
5.25,0.0434
5.5,0.0338
5.75,0.0256
6,0.0182
6.25,0.0123
6.5,0.0092
6.75,0.0066
7,0.00461
7.25,0.0028
7.5,0.00157
7.75,0.00077
8,0.00047
