1.5,1.31
1.75,1.08
2,0.88
2.25,0.72
2.5,0.587
2.75,0.487
3,0.399
3.25,0.317
3.5,0.252
3.75,0.197
4,0.154
4.25,0.118
4.5,0.091
4.75,0.071
5,0.055
5.25,0.0422
5.5,0.0314
5.75,0.0235
6,0.0172
6.25,0.0124
6.5,0.0088
6.75,0.00587
7,0.0038
7.25,0.00232
7.5,0.00132
7.75,0.00061
8,0.00026
